subset,pilot_id,sample_id,dataset,level,method,image_width,image_height,image_area,foreground_ratio,skeleton_pixels,skeleton_density,node_count,edge_count,component_count,junction_count,endpoint_count,short_branch_count,loop_candidate_count,nodes_per_1k_skeleton,edges_per_1k_skeleton,components_per_1k_skeleton,junctions_per_1k_skeleton,endpoints_per_1k_skeleton,short_branches_per_1k_skeleton,junction_endpoint_ratio,edge_node_ratio,component_node_ratio,edges_per_component,nodes_per_component,mean_width_proxy,warning_count,warning_risk_score,graph_path,overlay_path,warnings
clean_graph_subset_v1,pilot2_iam_0001,iam_line_000798,iam,line,otsu,1855,120,222600,0.04522012578616352,2248,0.010098831985624439,117,88,39,27,90,14,1,52.04626334519573,39.145907473309606,17.348754448398576,12.01067615658363,40.0355871886121,6.227758007117438,0.3,0.7521367521367521,0.3333333333333333,2.2564102564102564,3.0,4.085188270413982,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0001/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0001/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0002,iam_line_005793,iam,line,otsu,612,79,48348,0.08449160254819227,905,0.01871845784727393,41,35,13,12,29,3,0,45.30386740331492,38.67403314917127,14.3646408839779,13.259668508287293,32.04419889502763,3.314917127071823,0.41379310344827586,0.8536585365853658,0.3170731707317073,2.6923076923076925,3.1538461538461537,4.35829371260094,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0002/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0002/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0003,iam_line_002839,iam,line,otsu,1729,164,283556,0.06456572952080013,3828,0.013499978840158558,206,202,55,83,123,50,0,53.81400208986416,52.76907001044932,14.367816091954023,21.682340647857888,32.13166144200627,13.061650992685475,0.6747967479674797,0.9805825242718447,0.2669902912621359,3.672727272727273,3.7454545454545456,4.064739387190713,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0003/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0003/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0004,iam_line_009446,iam,line,otsu,1629,200,325800,0.06062001227747084,3971,0.012188459177409454,128,122,21,56,72,4,0,32.23369428355578,30.722739864014102,5.28834046839587,14.102241249055654,18.131453034500126,1.007302946361118,0.7777777777777778,0.953125,0.1640625,5.809523809523809,6.095238095238095,4.984609164582116,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0004/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0004/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0005,iam_line_007508,iam,line,otsu,1727,99,170973,0.10511016359308195,2875,0.016815520579272752,161,183,13,89,72,27,0,56.0,63.65217391304348,4.521739130434782,30.956521739130434,25.043478260869566,9.391304347826088,1.2361111111111112,1.1366459627329193,0.08074534161490683,14.076923076923077,12.384615384615385,5.647927749015132,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0005/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0005/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0006,iam_line_001891,iam,line,otsu,434,89,38626,0.12983482628281467,1241,0.03212861802930669,45,39,9,16,29,8,0,36.2610797743755,31.426269137792104,7.2522159548751,12.892828364222401,23.368251410153103,6.446414182111201,0.5517241379310345,0.8666666666666667,0.2,4.333333333333333,5.0,4.206961635050866,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0006/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0006/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0007,iam_line_009252,iam,line,otsu,1920,120,230400,0.08514756944444445,2988,0.01296875,184,153,42,60,124,20,2,61.57965194109772,51.204819277108435,14.056224899598394,20.080321285140563,41.49933065595716,6.693440428380187,0.4838709677419355,0.8315217391304348,0.22826086956521738,3.642857142857143,4.380952380952381,6.076067389650209,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0007/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0007/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0008,iam_line_012372,iam,line,otsu,1715,96,164640,0.0873117103984451,3272,0.01987366375121477,143,144,26,68,75,17,0,43.7041564792176,44.00977995110024,7.946210268948655,20.78239608801956,22.921760391198045,5.19559902200489,0.9066666666666666,1.006993006993007,0.18181818181818182,5.538461538461538,5.5,4.464752053402134,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0008/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0008/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0009,iam_line_010228,iam,line,otsu,1705,54,92070,0.11533615727164115,2469,0.026816552623004235,147,143,27,61,86,30,0,59.53827460510328,57.91818550020251,10.935601458080194,24.706358849736734,34.831915755366545,12.15066828675577,0.7093023255813954,0.9727891156462585,0.1836734693877551,5.296296296296297,5.444444444444445,4.13568058547044,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0009/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0009/graph_overlay_otsu.png,
clean_graph_subset_v1,pilot2_iam_0010,iam_line_012605,iam,line,otsu,1613,76,122588,0.17119130746892028,2839,0.023158873625477208,108,102,25,44,64,8,2,38.04156393096161,35.92814371257485,8.805917576611483,15.49841493483621,22.543148996125396,2.8178936245156745,0.6875,0.9444444444444444,0.23148148148148148,4.08,4.32,7.195909290706125,0,0.0,outputs/graph_pilot_v2/iam/pilot2_iam_0010/graph_otsu.json,outputs/graph_pilot_v2/iam/pilot2_iam_0010/graph_overlay_otsu.png,
